36	36	1
1	1	-5.21487634871674
17	17	-2.69864326750389
4	4	-4.25567931361331
0	0	-5.18302708955815
17	26	0.140039647452212
8	8	-3.29904347617975
14	14	-3.53896150852747
13	13	-3.68009345920998
1	3	0.0699300087434599
20	20	-4.49112363874483
23	23	-2.69864326750389
13	14	0.145039146348466
20	23	0.145039146348466
19	19	-3.64824420005139
13	21	0.140039647452211
5	5	-5.18302708955815
20	28	0.0610808360405989
8	11	0.132984982807746
18	18	-4.49112363874483
19	25	0.0699300087434599
17	33	-0.132984982807746
7	7	-4.25567931361331
15	15	-2.69864326750389
16	16	-3.64824420005139
7	12	0.132984982807746
18	26	-0.145039146348465
10	10	-3.64824420005139
4	9	-0.132984982807746
9	9	-4.49112363874483
15	23	0.140039647452211
1	10	0.0610808360405989
11	11	-3.68009345920998
6	6	-4.25567931361331
11	13	0.0699300087434599
14	22	0.140039647452211
22	22	-3.68009345920998
14	24	-0.140039647452212
12	12	-4.49112363874483
15	29	0.132984982807746
23	28	0.132984982807746
16	25	0.0740168343747085
18	31	0.061080836040599
22	24	0.0699300087434599
24	24	-3.68009345920998
14	30	0.132984982807746
8	13	0.132984982807746
11	14	-0.145039146348465
6	7	0.145039146348466
18	33	0.132984982807746
16	32	0.0610808360405989
20	29	0.132984982807746
6	15	0.132984982807746
3	3	-5.21487634871674
27	27	-3.76696723064703
12	15	0.145039146348466
25	25	-3.64824420005139
14	35	-0.132984982807746
4	17	0.061080836040599
9	17	-0.145039146348465
29	29	-2.93112269683966
3	10	-0.0719041467671471
26	26	-2.69864326750389
30	30	-2.06599010154357
9	18	0.140039647452212
26	31	-0.132984982807746
30	35	0.0699300087434599
27	30	0.145039146348466
32	32	-2.09783936070215
12	20	0.140039647452211
9	31	0.132984982807746
16	34	-0.0719041467671471
11	21	-0.140039647452212
6	20	0.132984982807746
7	15	0.0610808360405989
13	24	0.0740168343747085
1	16	-0.0719041467671471
21	21	-3.53896150852747
8	22	0.132984982807746
28	28	-2.93112269683966
12	28	0.132984982807746
7	23	0.132984982807746
12	29	0.0610808360405989
5	8	0.145039146348466
11	22	0.0740168343747085
32	34	0.0699300087434599
11	27	0.132984982807746
8	24	0.132984982807746
7	29	0.140039647452211
8	30	0.140039647452211
24	27	0.132984982807746
35	35	-2.06599010154357
3	16	0.061080836040599
9	33	0.061080836040599
27	35	0.145039146348465
5	11	-0.0719041467671471
33	33	-2.93112269683966
11	30	-0.0719041467671471
0	5	0.0699300087434599
22	27	0.132984982807746
11	35	0.061080836040599
34	34	-2.09783936070215
22	30	0.0610808360405989
13	27	0.132984982807746
31	31	-2.93112269683966
22	35	-0.0719041467671471
0	8	0.145039146348465
24	30	-0.0719041467671471
1	19	-0.0719041467671471
5	13	0.0610808360405989
4	26	0.132984982807746
6	23	0.0610808360405989
24	35	0.061080836040599
6	28	0.140039647452211
31	33	0.145039146348465
13	30	0.0610808360405989
1	25	0.061080836040599
25	32	-0.0719041467671471
21	22	0.145039146348466
1	32	0.0740168343747085
5	14	0.132984982807746
3	19	0.0610808360405989
13	35	-0.0719041467671471
4	33	-0.140039647452212
10	16	0.0699300087434599
19	32	0.061080836040599
3	25	-0.0719041467671471
28	29	0.145039146348466
25	34	0.0610808360405989
19	34	-0.0719041467671471
0	11	0.061080836040599
3	34	0.0740168343747085
0	13	-0.0719041467671471
2	2	-4.25567931361331
21	24	-0.145039146348465
0	14	-0.132984982807746
5	21	0.132984982807746
10	19	0.0740168343747085
5	22	0.0610808360405989
2	4	0.145039146348465
8	35	0.140039647452212
0	21	-0.132984982807746
5	24	-0.0719041467671471
0	22	-0.0719041467671471
21	30	0.132984982807746
5	27	0.140039647452211
10	32	-0.0719041467671471
0	24	0.061080836040599
5	35	0.0740168343747085
0	27	0.140039647452212
10	34	0.061080836040599
21	35	-0.132984982807746
0	30	0.0740168343747085
2	17	0.132984982807746
2	18	-0.132984982807746
2	26	0.061080836040599
2	31	-0.140039647452212
